country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Flanders,East Flanders,4/9/2020,-70.0,-12.0,-7.0,-66,-64.0,27
BE,Belgium,Flanders,East Flanders,4/10/2020,-72.0,-6.0,-18.0,-64,-64.0,29
BE,Belgium,Flanders,East Flanders,4/11/2020,-76.0,-16.0,-22.0,-55,-42.0,19
BE,Belgium,Flanders,East Flanders,4/12/2020,-69.0,-25.0,-28.0,-53,-39.0,14
BE,Belgium,Flanders,East Flanders,4/13/2020,-86.0,-74.0,-33.0,-80,-88.0,35
BE,Belgium,Flanders,East Flanders,4/14/2020,-69.0,-2.0,-30.0,-70,-64.0,27
BE,Belgium,Flanders,East Flanders,4/15/2020,-71.0,-19.0,-16.0,-65,-61.0,24
BE,Belgium,Flanders,East Flanders,4/16/2020,-70.0,-12.0,-6.0,-65,-63.0,27
BE,Belgium,Flanders,East Flanders,4/17/2020,-73.0,-10.0,-23.0,-66,-62.0,29
BE,Belgium,Flanders,East Flanders,4/18/2020,-78.0,-27.0,-58.0,-64,-41.0,22
BE,Belgium,Flanders,East Flanders,4/19/2020,-71.0,-23.0,-24.0,-53,-34.0,14
BE,Belgium,Flanders,East Flanders,4/20/2020,-64.0,-22.0,-15.0,-63,-58.0,24
BE,Belgium,Flanders,East Flanders,4/21/2020,-63.0,-15.0,-5.0,-63,-57.0,24
BE,Belgium,Flanders,East Flanders,4/22/2020,-65.0,-19.0,-6.0,-60,-55.0,21
BE,Belgium,Flanders,East Flanders,4/23/2020,-64.0,-11.0,-1.0,-61,-57.0,24
BE,Belgium,Flanders,East Flanders,4/24/2020,-68.0,-9.0,-27.0,-62,-56.0,27
BE,Belgium,Flanders,East Flanders,4/25/2020,-73.0,-20.0,-28.0,-53,-34.0,19
BE,Belgium,Flanders,East Flanders,4/26/2020,-66.0,-14.0,-7.0,-44,-29.0,13
BE,Belgium,Flanders,East Flanders,4/27/2020,-62.0,-20.0,1.0,-60,-55.0,22
BE,Belgium,Flanders,East Flanders,4/28/2020,-66.0,-16.0,-46.0,-67,-55.0,25
BE,Belgium,Flanders,East Flanders,4/29/2020,-66.0,-15.0,-38.0,-64,-53.0,21
BE,Belgium,Flanders,East Flanders,4/30/2020,-56.0,9.0,-29.0,-63,-55.0,24
BE,Belgium,Flanders,East Flanders,5/1/2020,-83.0,-67.0,-40.0,-77,-84.0,38
BE,Belgium,Flanders,East Flanders,5/2/2020,-67.0,-9.0,-35.0,-56,-33.0,19
BE,Belgium,Flanders,East Flanders,5/3/2020,-65.0,-18.0,-13.0,-46,-28.0,13
BE,Belgium,Flanders,East Flanders,5/4/2020,-53.0,-13.0,0.0,-58,-51.0,20
BE,Belgium,Flanders,East Flanders,5/5/2020,-53.0,-9.0,15.0,-57,-50.0,21
BE,Belgium,Flanders,East Flanders,5/6/2020,-54.0,-13.0,17.0,-53,-48.0,18
BE,Belgium,Flanders,East Flanders,5/7/2020,-53.0,-5.0,15.0,-56,-50.0,21
BE,Belgium,Flanders,East Flanders,5/8/2020,-57.0,-1.0,2.0,-54,-49.0,23
BE,Belgium,Flanders,East Flanders,5/9/2020,-62.0,-9.0,14.0,-41,-25.0,14
BE,Belgium,Flanders,East Flanders,5/10/2020,-53.0,-8.0,-42.0,-44,-10.0,10
BE,Belgium,Flanders,East Flanders,5/11/2020,-38.0,-12.0,-20.0,-54,-47.0,19
BE,Belgium,Flanders,East Flanders,5/12/2020,-36.0,-4.0,3.0,-52,-46.0,19
BE,Belgium,Flanders,East Flanders,5/13/2020,-41.0,-9.0,-5.0,-49,-44.0,17
BE,Belgium,Flanders,East Flanders,5/14/2020,-42.0,-1.0,-2.0,-49,-46.0,20
BE,Belgium,Flanders,East Flanders,5/15/2020,-46.0,2.0,-6.0,-43,-43.0,20
BE,Belgium,Flanders,East Flanders,5/16/2020,-51.0,-6.0,-10.0,-31,-16.0,14
BE,Belgium,Flanders,East Flanders,5/17/2020,-53.0,3.0,22.0,-22,-9.0,9
BE,Belgium,Flanders,East Flanders,5/18/2020,-31.0,-4.0,19.0,-40,-42.0,16
BE,Belgium,Flanders,East Flanders,5/19/2020,-29.0,6.0,31.0,-39,-41.0,15
BE,Belgium,Flanders,East Flanders,5/20/2020,-21.0,21.0,32.0,-37,-41.0,12
BE,Belgium,Flanders,East Flanders,5/21/2020,-66.0,-51.0,75.0,-54,-82.0,26
BE,Belgium,Flanders,East Flanders,5/22/2020,-35.0,14.0,-10.0,-51,-65.0,24
BE,Belgium,Flanders,East Flanders,5/23/2020,-45.0,-8.0,-6.0,-32,-11.0,13
BE,Belgium,Flanders,East Flanders,5/24/2020,-52.0,-3.0,8.0,-26,-7.0,9
BE,Belgium,Flanders,East Flanders,5/25/2020,-25.0,-4.0,30.0,-40,-41.0,15
BE,Belgium,Flanders,East Flanders,5/26/2020,-25.0,2.0,43.0,-38,-38.0,14
BE,Belgium,Flanders,East Flanders,5/27/2020,-28.0,-2.0,38.0,-38,-38.0,13
BE,Belgium,Flanders,East Flanders,5/28/2020,-29.0,6.0,30.0,-39,-39.0,16
BE,Belgium,Flanders,East Flanders,5/29/2020,-36.0,10.0,19.0,-37,-38.0,16
BE,Belgium,Flanders,East Flanders,5/30/2020,-39.0,5.0,21.0,-21,3.0,8
BE,Belgium,Flanders,East Flanders,5/31/2020,-48.0,18.0,40.0,-13,6.0,5
BE,Belgium,Flanders,East Flanders,6/1/2020,-58.0,-54.0,122.0,-51,-80.0,23
BE,Belgium,Flanders,East Flanders,6/2/2020,-17.0,22.0,47.0,-32,-36.0,12
BE,Belgium,Flanders,East Flanders,6/3/2020,-26.0,1.0,35.0,-32,-34.0,11
BE,Belgium,Flanders,East Flanders,6/4/2020,-31.0,4.0,-10.0,-38,-36.0,15
BE,Belgium,Flanders,East Flanders,6/5/2020,-38.0,3.0,-29.0,-40,-34.0,17
BE,Belgium,Flanders,East Flanders,6/6/2020,-36.0,-1.0,-14.0,-28,0.0,11
BE,Belgium,Flanders,East Flanders,6/7/2020,-40.0,5.0,23.0,-18,6.0,7
BE,Belgium,Flanders,East Flanders,6/8/2020,-10.0,-6.0,-3.0,-35,-35.0,12
BE,Belgium,Flanders,East Flanders,6/9/2020,-9.0,0.0,25.0,-33,-33.0,12
BE,Belgium,Flanders,East Flanders,6/10/2020,-11.0,-6.0,34.0,-31,-33.0,10
BE,Belgium,Flanders,East Flanders,6/11/2020,-9.0,1.0,32.0,-31,-34.0,12
BE,Belgium,Flanders,East Flanders,6/12/2020,-13.0,4.0,19.0,-30,-32.0,12
BE,Belgium,Flanders,East Flanders,6/13/2020,-18.0,-2.0,48.0,-14,10.0,5
BE,Belgium,Flanders,East Flanders,6/14/2020,-13.0,7.0,25.0,-10,27.0,1
BE,Belgium,Flanders,East Flanders,6/15/2020,-6.0,-4.0,49.0,-29,-34.0,10
BE,Belgium,Flanders,East Flanders,6/16/2020,-4.0,4.0,44.0,-29,-32.0,11
BE,Belgium,Flanders,East Flanders,6/17/2020,-16.0,-6.0,-1.0,-32,-32.0,10
BE,Belgium,Flanders,East Flanders,6/18/2020,-8.0,1.0,22.0,-32,-33.0,11
BE,Belgium,Flanders,East Flanders,6/19/2020,-10.0,2.0,26.0,-29,-32.0,10
BE,Belgium,Flanders,East Flanders,6/20/2020,-17.0,-8.0,45.0,-15,9.0,4
BE,Belgium,Flanders,East Flanders,6/21/2020,-13.0,0.0,22.0,-15,14.0,2
BE,Belgium,Flanders,East Flanders,6/22/2020,0.0,-2.0,59.0,-27,-35.0,9
BE,Belgium,Flanders,East Flanders,6/23/2020,3.0,6.0,82.0,-25,-33.0,8
BE,Belgium,Flanders,East Flanders,6/24/2020,-4.0,0.0,73.0,-25,-31.0,6
BE,Belgium,Flanders,East Flanders,6/25/2020,-2.0,7.0,69.0,-26,-32.0,8
BE,Belgium,Flanders,East Flanders,6/26/2020,-13.0,4.0,30.0,-26,-32.0,9
BE,Belgium,Flanders,East Flanders,6/27/2020,-20.0,-6.0,13.0,-16,4.0,4
BE,Belgium,Flanders,East Flanders,6/28/2020,-7.0,1.0,34.0,-9,17.0,1
BE,Belgium,Flanders,East Flanders,6/29/2020,5.0,1.0,40.0,-25,-33.0,8
BE,Belgium,Flanders,East Flanders,6/30/2020,6.0,3.0,23.0,-26,-32.0,9
BE,Belgium,Flanders,East Flanders,7/1/2020,-3.0,-5.0,22.0,-27,-33.0,7
BE,Belgium,Flanders,East Flanders,7/2/2020,0.0,0.0,46.0,-28,-35.0,9
BE,Belgium,Flanders,East Flanders,7/3/2020,-7.0,-1.0,43.0,-27,-36.0,7
BE,Belgium,Flanders,East Flanders,7/4/2020,-18.0,-8.0,-1.0,-19,2.0,4
BE,Belgium,Flanders,East Flanders,7/5/2020,-8.0,-3.0,18.0,-11,10.0,1
BE,Belgium,Flanders,East Flanders,7/6/2020,0.0,-5.0,44.0,-30,-40.0,8
BE,Belgium,Flanders,East Flanders,7/7/2020,3.0,-2.0,73.0,-28,-39.0,7
BE,Belgium,Flanders,East Flanders,7/8/2020,-10.0,-9.0,-9.0,-33,-36.0,7
BE,Belgium,Flanders,East Flanders,7/9/2020,-3.0,-2.0,36.0,-30,-38.0,9
BE,Belgium,Flanders,East Flanders,7/10/2020,-10.0,-1.0,28.0,-29,-38.0,7
BE,Belgium,Flanders,East Flanders,7/11/2020,-20.0,-15.0,44.0,-9,4.0,1
BE,Belgium,Flanders,East Flanders,7/12/2020,-2.0,-2.0,61.0,-1,15.0,-3
BE,Belgium,Flanders,East Flanders,7/13/2020,1.0,-6.0,94.0,-30,-46.0,7
BE,Belgium,Flanders,East Flanders,7/14/2020,-6.0,-4.0,19.0,-38,-46.0,11
BE,Belgium,Flanders,East Flanders,7/15/2020,-8.0,-11.0,38.0,-34,-41.0,7
BE,Belgium,Flanders,East Flanders,7/16/2020,-8.0,-3.0,23.0,-37,-45.0,10
BE,Belgium,Flanders,East Flanders,7/17/2020,-15.0,-6.0,42.0,-34,-45.0,8
BE,Belgium,Flanders,East Flanders,7/18/2020,-28.0,-18.0,55.0,-15,-1.0,0
BE,Belgium,Flanders,East Flanders,7/19/2020,-12.0,-6.0,48.0,-8,10.0,-2
BE,Belgium,Flanders,East Flanders,7/20/2020,9.0,7.0,101.0,-40,-63.0,10
BE,Belgium,Flanders,East Flanders,7/21/2020,-34.0,-60.0,149.0,-48,-79.0,16
BE,Belgium,Flanders,East Flanders,7/22/2020,-9.0,-4.0,70.0,-36,-51.0,7
BE,Belgium,Flanders,East Flanders,7/23/2020,-9.0,-5.0,86.0,-37,-53.0,10
BE,Belgium,Flanders,East Flanders,7/24/2020,-25.0,-5.0,19.0,-42,-52.0,12
BE,Belgium,Flanders,East Flanders,7/25/2020,-33.0,-17.0,9.0,-29,-7.0,5
BE,Belgium,Flanders,East Flanders,7/26/2020,-19.0,-9.0,38.0,-14,11.0,0
BE,Belgium,Flanders,East Flanders,7/27/2020,-9.0,-7.0,54.0,-43,-55.0,12
BE,Belgium,Flanders,East Flanders,7/28/2020,-10.0,-5.0,62.0,-43,-54.0,13
BE,Belgium,Flanders,East Flanders,7/29/2020,-17.0,-13.0,68.0,-39,-51.0,10
BE,Belgium,Flanders,East Flanders,7/30/2020,-14.0,-2.0,72.0,-42,-54.0,12
BE,Belgium,Flanders,East Flanders,7/31/2020,-32.0,-7.0,42.0,-44,-54.0,13
BE,Belgium,Flanders,East Flanders,8/1/2020,-34.0,-18.0,32.0,-27,-4.0,5
BE,Belgium,Flanders,East Flanders,8/2/2020,-6.0,-4.0,51.0,-12,12.0,1
BE,Belgium,Flanders,East Flanders,8/3/2020,-7.0,-5.0,26.0,-44,-52.0,13
BE,Belgium,Flanders,East Flanders,8/4/2020,0.0,0.0,95.0,-39,-49.0,11
BE,Belgium,Flanders,East Flanders,8/5/2020,-9.0,-8.0,81.0,-36,-46.0,8
BE,Belgium,Flanders,East Flanders,8/6/2020,-11.0,-1.0,74.0,-41,-49.0,12
BE,Belgium,Flanders,East Flanders,8/7/2020,-25.0,-3.0,43.0,-43,-48.0,11
BE,Belgium,Flanders,East Flanders,8/8/2020,-36.0,-15.0,31.0,-29,-5.0,5
BE,Belgium,Flanders,East Flanders,8/9/2020,-25.0,1.0,19.0,-23,10.0,1
BE,Belgium,Flanders,East Flanders,8/10/2020,-8.0,-2.0,56.0,-42,-48.0,10
BE,Belgium,Flanders,East Flanders,8/11/2020,-8.0,-3.0,61.0,-41,-46.0,11
BE,Belgium,Flanders,East Flanders,8/12/2020,-15.0,-10.0,51.0,-40,-43.0,9
BE,Belgium,Flanders,East Flanders,8/13/2020,-14.0,-2.0,25.0,-43,-46.0,12
BE,Belgium,Flanders,East Flanders,8/14/2020,-16.0,9.0,22.0,-41,-45.0,11
BE,Belgium,Flanders,East Flanders,8/15/2020,-51.0,-59.0,33.0,-31,-17.0,7
BE,Belgium,Flanders,East Flanders,8/16/2020,-11.0,11.0,24.0,-17,9.0,1
BE,Belgium,Flanders,East Flanders,8/17/2020,3.0,8.0,41.0,-38,-50.0,11
BE,Belgium,Flanders,East Flanders,8/18/2020,-1.0,0.0,67.0,-35,-41.0,10
BE,Belgium,Flanders,East Flanders,8/19/2020,-11.0,-11.0,37.0,-34,-39.0,8
BE,Belgium,Flanders,East Flanders,8/20/2020,-8.0,-7.0,63.0,-34,-42.0,9
BE,Belgium,Flanders,East Flanders,8/21/2020,-15.0,-6.0,51.0,-34,-40.0,9
BE,Belgium,Flanders,East Flanders,8/22/2020,-21.0,-14.0,21.0,-19,1.0,4
BE,Belgium,Flanders,East Flanders,8/23/2020,-13.0,-5.0,19.0,-17,10.0,1
BE,Belgium,Flanders,East Flanders,8/24/2020,-2.0,-4.0,33.0,-35,-41.0,9
BE,Belgium,Flanders,East Flanders,8/25/2020,-2.0,-2.0,29.0,-34,-40.0,10
BE,Belgium,Flanders,East Flanders,8/26/2020,-8.0,-9.0,18.0,-31,-36.0,8
BE,Belgium,Flanders,East Flanders,8/27/2020,-3.0,-3.0,47.0,-29,-38.0,9
BE,Belgium,Flanders,East Flanders,8/28/2020,-10.0,0.0,16.0,-31,-37.0,10
BE,Belgium,Flanders,East Flanders,8/29/2020,-16.0,-8.0,9.0,-16,1.0,4
BE,Belgium,Flanders,East Flanders,8/30/2020,-15.0,-5.0,-10.0,-18,8.0,3
BE,Belgium,Flanders,East Flanders,8/31/2020,10.0,5.0,49.0,-28,-41.0,9
BE,Belgium,Flanders,East Flanders,9/1/2020,0.0,6.0,52.0,-16,-35.0,7
BE,Belgium,Flanders,East Flanders,9/2/2020,-5.0,-3.0,50.0,-14,-30.0,5
BE,Belgium,Flanders,East Flanders,9/3/2020,-10.0,-1.0,28.0,-17,-33.0,7
BE,Belgium,Flanders,East Flanders,9/4/2020,-11.0,1.0,37.0,-16,-30.0,5
BE,Belgium,Flanders,East Flanders,9/5/2020,-14.0,-7.0,37.0,-11,3.0,3
BE,Belgium,Flanders,East Flanders,9/6/2020,2.0,2.0,48.0,1,10.0,0
BE,Belgium,Flanders,East Flanders,9/7/2020,-5.0,-1.0,46.0,-17,-34.0,5
BE,Belgium,Flanders,East Flanders,9/8/2020,-9.0,0.0,36.0,-16,-33.0,5
BE,Belgium,Flanders,East Flanders,9/9/2020,-8.0,-4.0,42.0,-15,-28.0,4
BE,Belgium,Flanders,East Flanders,9/10/2020,-8.0,-3.0,51.0,-13,-30.0,5
BE,Belgium,Flanders,East Flanders,9/11/2020,-11.0,0.0,47.0,-13,-29.0,4
BE,Belgium,Flanders,East Flanders,9/12/2020,-16.0,-6.0,49.0,-7,4.0,1
BE,Belgium,Flanders,East Flanders,9/13/2020,1.0,3.0,61.0,6,10.0,-2
BE,Belgium,Flanders,East Flanders,9/14/2020,-5.0,-3.0,67.0,-12,-25.0,3
BE,Belgium,Flanders,East Flanders,9/15/2020,-8.0,-1.0,74.0,-12,-25.0,4
BE,Belgium,Flanders,East Flanders,9/16/2020,-9.0,-6.0,57.0,-11,-24.0,3
BE,Belgium,Flanders,East Flanders,9/17/2020,-11.0,-4.0,54.0,-12,-26.0,5
BE,Belgium,Flanders,East Flanders,9/18/2020,-12.0,-1.0,46.0,-11,-24.0,4
BE,Belgium,Flanders,East Flanders,9/19/2020,-16.0,-9.0,57.0,-6,2.0,1
BE,Belgium,Flanders,East Flanders,9/20/2020,1.0,5.0,61.0,14,9.0,-1
BE,Belgium,Flanders,East Flanders,9/21/2020,-4.0,0.0,64.0,-8,-26.0,4
BE,Belgium,Flanders,East Flanders,9/22/2020,-8.0,0.0,59.0,-9,-24.0,5
BE,Belgium,Flanders,East Flanders,9/23/2020,-12.0,-2.0,19.0,-11,-21.0,5
BE,Belgium,Flanders,East Flanders,9/24/2020,-15.0,-2.0,8.0,-12,-23.0,7
BE,Belgium,Flanders,East Flanders,9/25/2020,-20.0,0.0,-18.0,-10,-22.0,7
BE,Belgium,Flanders,East Flanders,9/26/2020,-24.0,-7.0,-28.0,-27,-3.0,7
BE,Belgium,Flanders,East Flanders,9/27/2020,-19.0,-8.0,-15.0,-17,3.0,4
BE,Belgium,Flanders,East Flanders,9/28/2020,-16.0,-3.0,-15.0,-16,-24.0,8
BE,Belgium,Flanders,East Flanders,9/29/2020,-9.0,4.0,28.0,-10,-21.0,6
BE,Belgium,Flanders,East Flanders,9/30/2020,-8.0,0.0,20.0,-9,-19.0,5
BE,Belgium,Flanders,East Flanders,10/1/2020,-13.0,1.0,2.0,-10,-19.0,7
BE,Belgium,Flanders,East Flanders,10/2/2020,-14.0,5.0,-11.0,-11,-22.0,7
BE,Belgium,Flanders,East Flanders,10/3/2020,-13.0,0.0,-4.0,-15,1.0,4
BE,Belgium,Flanders,East Flanders,10/4/2020,-6.0,-8.0,-6.0,-11,7.0,3
BE,Belgium,Flanders,East Flanders,10/5/2020,-8.0,1.0,9.0,-15,-26.0,7
BE,Belgium,Flanders,East Flanders,10/6/2020,-11.0,3.0,16.0,-11,-20.0,6
BE,Belgium,Flanders,East Flanders,10/7/2020,-11.0,-1.0,11.0,-11,-17.0,5
BE,Belgium,Flanders,East Flanders,10/8/2020,-15.0,-1.0,-4.0,-12,-19.0,7
BE,Belgium,Flanders,East Flanders,10/9/2020,-16.0,3.0,9.0,-14,-19.0,7
BE,Belgium,Flanders,East Flanders,10/10/2020,-18.0,-3.0,3.0,-16,2.0,5
BE,Belgium,Flanders,East Flanders,10/11/2020,-19.0,-7.0,-6.0,-14,5.0,4
BE,Belgium,Flanders,East Flanders,10/12/2020,-12.0,2.0,15.0,-15,-21.0,7
BE,Belgium,Flanders,East Flanders,10/13/2020,-16.0,2.0,-5.0,-17,-20.0,8
BE,Belgium,Flanders,East Flanders,10/14/2020,-12.0,-1.0,9.0,-14,-17.0,7
BE,Belgium,Flanders,East Flanders,10/15/2020,-16.0,1.0,9.0,-12,-19.0,8
BE,Belgium,Flanders,East Flanders,10/16/2020,-17.0,6.0,4.0,-10,-18.0,8
BE,Belgium,Flanders,East Flanders,10/17/2020,-16.0,-1.0,24.0,-8,2.0,6
BE,Belgium,Flanders,East Flanders,10/18/2020,-14.0,-7.0,10.0,-4,4.0,5
BE,Belgium,Flanders,East Flanders,10/19/2020,-30.0,2.0,15.0,-20,-23.0,10
BE,Belgium,Flanders,East Flanders,10/20/2020,-32.0,3.0,-4.0,-25,-25.0,11
BE,Belgium,Flanders,East Flanders,10/21/2020,-32.0,0.0,-3.0,-21,-23.0,11
BE,Belgium,Flanders,East Flanders,10/22/2020,-34.0,5.0,11.0,-20,-24.0,12
BE,Belgium,Flanders,East Flanders,10/23/2020,-39.0,10.0,7.0,-17,-24.0,13
BE,Belgium,Flanders,East Flanders,10/24/2020,-40.0,1.0,6.0,-20,-10.0,11
BE,Belgium,Flanders,East Flanders,10/25/2020,-45.0,2.0,8.0,-18,-11.0,8
BE,Belgium,Flanders,East Flanders,10/26/2020,-31.0,1.0,4.0,-25,-25.0,11
BE,Belgium,Flanders,East Flanders,10/27/2020,-32.0,4.0,-10.0,-27,-26.0,12
BE,Belgium,Flanders,East Flanders,10/28/2020,-33.0,-2.0,-20.0,-28,-25.0,12
BE,Belgium,Flanders,East Flanders,10/29/2020,-36.0,6.0,-21.0,-30,-28.0,15
BE,Belgium,Flanders,East Flanders,10/30/2020,-32.0,19.0,-13.0,-27,-28.0,15
BE,Belgium,Flanders,East Flanders,10/31/2020,-35.0,0.0,14.0,-23,-15.0,11
BE,Belgium,Flanders,East Flanders,11/1/2020,-52.0,-13.0,-14.0,-35,-19.0,10
BE,Belgium,Flanders,East Flanders,11/2/2020,-57.0,-15.0,-2.0,-60,-64.0,23
BE,Belgium,Flanders,East Flanders,11/3/2020,-50.0,-3.0,31.0,-54,-52.0,20
BE,Belgium,Flanders,East Flanders,11/4/2020,-52.0,-13.0,45.0,-49,-49.0,17
BE,Belgium,Flanders,East Flanders,11/5/2020,-51.0,-3.0,47.0,-50,-52.0,20
BE,Belgium,Flanders,East Flanders,11/6/2020,-55.0,1.0,33.0,-48,-51.0,21
BE,Belgium,Flanders,East Flanders,11/7/2020,-58.0,-12.0,56.0,-33,-20.0,13
BE,Belgium,Flanders,East Flanders,11/8/2020,-52.0,-8.0,51.0,-24,-16.0,9
BE,Belgium,Flanders,East Flanders,11/9/2020,-45.0,-5.0,39.0,-50,-49.0,18
BE,Belgium,Flanders,East Flanders,11/10/2020,-44.0,13.0,-3.0,-51,-49.0,19
BE,Belgium,Flanders,East Flanders,11/11/2020,-67.0,-58.0,84.0,-58,-81.0,26
BE,Belgium,Flanders,East Flanders,11/12/2020,-47.0,11.0,17.0,-48,-49.0,20
BE,Belgium,Flanders,East Flanders,11/13/2020,-55.0,4.0,-14.0,-49,-47.0,22
BE,Belgium,Flanders,East Flanders,11/14/2020,-57.0,-6.0,38.0,-32,-17.0,13
BE,Belgium,Flanders,East Flanders,11/15/2020,-64.0,-13.0,-44.0,-44,-19.0,12
BE,Belgium,Flanders,East Flanders,11/16/2020,-48.0,-4.0,-8.0,-39,-31.0,15
BE,Belgium,Flanders,East Flanders,11/17/2020,-48.0,-1.0,3.0,-40,-30.0,15
BE,Belgium,Flanders,East Flanders,11/18/2020,-46.0,-6.0,44.0,-33,-29.0,13
BE,Belgium,Flanders,East Flanders,11/19/2020,-53.0,-5.0,-22.0,-40,-31.0,17
BE,Belgium,Flanders,East Flanders,11/20/2020,-53.0,5.0,-6.0,-36,-29.0,17
BE,Belgium,Flanders,East Flanders,11/21/2020,-56.0,-5.0,10.0,-36,-15.0,14
BE,Belgium,Flanders,East Flanders,11/22/2020,-60.0,-9.0,-25.0,-38,-16.0,11
BE,Belgium,Flanders,East Flanders,11/23/2020,-46.0,-5.0,9.0,-38,-30.0,14
BE,Belgium,Flanders,East Flanders,11/24/2020,-46.0,1.0,11.0,-38,-29.0,14
BE,Belgium,Flanders,East Flanders,11/25/2020,-46.0,-6.0,15.0,-36,-28.0,13
BE,Belgium,Flanders,East Flanders,11/26/2020,-49.0,0.0,-1.0,-36,-29.0,16
BE,Belgium,Flanders,East Flanders,11/27/2020,-51.0,7.0,-10.0,-35,-28.0,17
BE,Belgium,Flanders,East Flanders,11/28/2020,-55.0,-5.0,38.0,-27,-13.0,13
BE,Belgium,Flanders,East Flanders,11/29/2020,-56.0,-6.0,3.0,-27,-14.0,9
BE,Belgium,Flanders,East Flanders,11/30/2020,-48.0,-6.0,-20.0,-40,-29.0,14
BE,Belgium,Flanders,East Flanders,12/1/2020,-34.0,7.0,-5.0,-35,-27.0,14
BE,Belgium,Flanders,East Flanders,12/2/2020,-33.0,3.0,-2.0,-32,-24.0,13
BE,Belgium,Flanders,East Flanders,12/3/2020,-39.0,7.0,-18.0,-34,-26.0,16
BE,Belgium,Flanders,East Flanders,12/4/2020,-40.0,14.0,-14.0,-30,-25.0,16
BE,Belgium,Flanders,East Flanders,12/5/2020,-43.0,3.0,-2.0,-32,-9.0,13
BE,Belgium,Flanders,East Flanders,12/6/2020,-49.0,-5.0,3.0,-32,-10.0,9
BE,Belgium,Flanders,East Flanders,12/7/2020,-34.0,1.0,-10.0,-35,-27.0,14
BE,Belgium,Flanders,East Flanders,12/8/2020,-32.0,8.0,10.0,-32,-25.0,14
BE,Belgium,Flanders,East Flanders,12/9/2020,-37.0,-2.0,-11.0,-34,-24.0,13
BE,Belgium,Flanders,East Flanders,12/10/2020,-38.0,4.0,2.0,-31,-26.0,15
BE,Belgium,Flanders,East Flanders,12/11/2020,-43.0,7.0,-31.0,-33,-26.0,17
BE,Belgium,Flanders,East Flanders,12/12/2020,-45.0,1.0,-13.0,-36,-9.0,13
BE,Belgium,Flanders,East Flanders,12/13/2020,-46.0,0.0,13.0,-25,-10.0,9
BE,Belgium,Flanders,East Flanders,12/14/2020,-30.0,4.0,0.0,-33,-29.0,14
BE,Belgium,Flanders,East Flanders,12/15/2020,-29.0,11.0,6.0,-35,-32.0,14
BE,Belgium,Flanders,East Flanders,12/16/2020,-30.0,5.0,11.0,-36,-33.0,13
BE,Belgium,Flanders,East Flanders,12/17/2020,-32.0,9.0,11.0,-36,-35.0,16
BE,Belgium,Flanders,East Flanders,12/18/2020,-38.0,13.0,5.0,-34,-32.0,17
BE,Belgium,Flanders,East Flanders,12/19/2020,-44.0,1.0,-15.0,-34,-9.0,13
BE,Belgium,Flanders,East Flanders,12/20/2020,-39.0,11.0,27.0,-21,-7.0,8
BE,Belgium,Flanders,East Flanders,12/21/2020,-27.0,10.0,-29.0,-54,-53.0,19
BE,Belgium,Flanders,East Flanders,12/22/2020,-19.0,29.0,15.0,-48,-53.0,18
BE,Belgium,Flanders,East Flanders,12/23/2020,-24.0,30.0,-16.0,-48,-52.0,17
BE,Belgium,Flanders,East Flanders,12/24/2020,-34.0,30.0,-33.0,-54,-66.0,22
BE,Belgium,Flanders,East Flanders,12/25/2020,-82.0,-80.0,-6.0,-71,-85.0,31
BE,Belgium,Flanders,East Flanders,12/26/2020,-55.0,-12.0,-9.0,-41,-22.0,14
BE,Belgium,Flanders,East Flanders,12/27/2020,-65.0,-18.0,-65.0,-52,-19.0,13
BE,Belgium,Flanders,East Flanders,12/28/2020,-21.0,17.0,32.0,-50,-64.0,21
BE,Belgium,Flanders,East Flanders,12/29/2020,-20.0,27.0,42.0,-48,-64.0,21
BE,Belgium,Flanders,East Flanders,12/30/2020,-23.0,30.0,33.0,-44,-61.0,18
BE,Belgium,Flanders,East Flanders,12/31/2020,-32.0,35.0,3.0,-54,-69.0,23
BE,Belgium,Flanders,Flemish Brabant,2/15/2020,-1.0,-1.0,13.0,5,0.0,-1
BE,Belgium,Flanders,Flemish Brabant,2/16/2020,-10.0,-3.0,-31.0,0,-3.0,1
BE,Belgium,Flanders,Flemish Brabant,2/17/2020,4.0,3.0,7.0,8,5.0,0
BE,Belgium,Flanders,Flemish Brabant,2/18/2020,6.0,2.0,20.0,7,5.0,-1
BE,Belgium,Flanders,Flemish Brabant,2/19/2020,6.0,1.0,23.0,5,5.0,-1
BE,Belgium,Flanders,Flemish Brabant,2/20/2020,2.0,0.0,-3.0,7,4.0,0
BE,Belgium,Flanders,Flemish Brabant,2/21/2020,1.0,2.0,19.0,9,3.0,-1
BE,Belgium,Flanders,Flemish Brabant,2/22/2020,-7.0,-2.0,-4.0,3,-3.0,0
BE,Belgium,Flanders,Flemish Brabant,2/23/2020,-11.0,-11.0,-39.0,-2,-5.0,0
BE,Belgium,Flanders,Flemish Brabant,2/24/2020,4.0,2.0,-7.0,-9,-23.0,4
BE,Belgium,Flanders,Flemish Brabant,2/25/2020,8.0,3.0,18.0,-7,-22.0,3
