country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Brussels,Brussels,11/27/2020,-63.0,-11.0,-8.0,-46,-45.0,18
BE,Belgium,Brussels,Brussels,11/28/2020,-63.0,-17.0,63.0,-39,-26.0,10
BE,Belgium,Brussels,Brussels,11/29/2020,-66.0,-25.0,10.0,-45,-31.0,8
BE,Belgium,Brussels,Brussels,11/30/2020,-63.0,-21.0,-29.0,-50,-48.0,17
BE,Belgium,Brussels,Brussels,12/1/2020,-50.0,-9.0,-14.0,-47,-44.0,16
BE,Belgium,Brussels,Brussels,12/2/2020,-49.0,-6.0,-7.0,-45,-43.0,15
BE,Belgium,Brussels,Brussels,12/3/2020,-53.0,-11.0,-32.0,-48,-44.0,17
BE,Belgium,Brussels,Brussels,12/4/2020,-50.0,-7.0,-14.0,-42,-42.0,17
BE,Belgium,Brussels,Brussels,12/5/2020,-50.0,-14.0,9.0,-34,-22.0,10
BE,Belgium,Brussels,Brussels,12/6/2020,-55.0,-19.0,8.0,-40,-27.0,7
BE,Belgium,Brussels,Brussels,12/7/2020,-47.0,-17.0,-21.0,-45,-46.0,15
BE,Belgium,Brussels,Brussels,12/8/2020,-48.0,-11.0,-6.0,-47,-42.0,16
BE,Belgium,Brussels,Brussels,12/9/2020,-51.0,-12.0,-16.0,-47,-43.0,15
BE,Belgium,Brussels,Brussels,12/10/2020,-53.0,-13.0,-12.0,-48,-43.0,16
BE,Belgium,Brussels,Brussels,12/11/2020,-54.0,-15.0,-33.0,-44,-43.0,17
BE,Belgium,Brussels,Brussels,12/12/2020,-51.0,-17.0,-7.0,-36,-22.0,10
BE,Belgium,Brussels,Brussels,12/13/2020,-51.0,-17.0,20.0,-36,-24.0,7
BE,Belgium,Brussels,Brussels,12/14/2020,-48.0,-17.0,-15.0,-46,-47.0,15
BE,Belgium,Brussels,Brussels,12/15/2020,-48.0,-11.0,-12.0,-47,-44.0,15
BE,Belgium,Brussels,Brussels,12/16/2020,-47.0,-8.0,5.0,-44,-44.0,14
BE,Belgium,Brussels,Brussels,12/17/2020,-49.0,-10.0,-11.0,-47,-45.0,15
BE,Belgium,Brussels,Brussels,12/18/2020,-47.0,-8.0,2.0,-41,-45.0,16
BE,Belgium,Brussels,Brussels,12/19/2020,-52.0,-20.0,-4.0,-36,-22.0,10
BE,Belgium,Brussels,Brussels,12/20/2020,-46.0,-13.0,22.0,-34,-19.0,6
BE,Belgium,Brussels,Brussels,12/21/2020,-46.0,-17.0,-34.0,-55,-62.0,18
BE,Belgium,Brussels,Brussels,12/22/2020,-41.0,-4.0,-3.0,-54,-60.0,17
BE,Belgium,Brussels,Brussels,12/23/2020,-44.0,4.0,-25.0,-53,-59.0,16
BE,Belgium,Brussels,Brussels,12/24/2020,-53.0,-1.0,-42.0,-61,-68.0,18
BE,Belgium,Brussels,Brussels,12/25/2020,-82.0,-74.0,1.0,-75,-84.0,26
BE,Belgium,Brussels,Brussels,12/26/2020,-63.0,-35.0,-12.0,-49,-30.0,12
BE,Belgium,Brussels,Brussels,12/27/2020,-73.0,-52.0,-64.0,-58,-26.0,10
BE,Belgium,Brussels,Brussels,12/28/2020,-47.0,-16.0,-5.0,-58,-67.0,19
BE,Belgium,Brussels,Brussels,12/29/2020,-46.0,-11.0,4.0,-59,-66.0,19
BE,Belgium,Brussels,Brussels,12/30/2020,-47.0,2.0,-4.0,-56,-63.0,17
BE,Belgium,Brussels,Brussels,12/31/2020,-54.0,7.0,-25.0,-61,-69.0,20
BE,Belgium,Flanders,Antwerp,2/15/2020,2.0,1.0,6.0,0,1.0,-1
BE,Belgium,Flanders,Antwerp,2/16/2020,-9.0,-4.0,-38.0,-6,-5.0,1
BE,Belgium,Flanders,Antwerp,2/17/2020,-3.0,0.0,1.0,4,3.0,0
BE,Belgium,Flanders,Antwerp,2/18/2020,3.0,3.0,10.0,5,4.0,-1
BE,Belgium,Flanders,Antwerp,2/19/2020,4.0,1.0,9.0,6,4.0,0
BE,Belgium,Flanders,Antwerp,2/20/2020,-5.0,-1.0,2.0,3,4.0,0
BE,Belgium,Flanders,Antwerp,2/21/2020,0.0,3.0,7.0,5,3.0,-1
BE,Belgium,Flanders,Antwerp,2/22/2020,-5.0,0.0,-15.0,-6,-2.0,0
BE,Belgium,Flanders,Antwerp,2/23/2020,-13.0,-11.0,-45.0,-8,-5.0,1
BE,Belgium,Flanders,Antwerp,2/24/2020,2.0,-3.0,-12.0,-9,-23.0,4
BE,Belgium,Flanders,Antwerp,2/25/2020,10.0,-1.0,7.0,-6,-21.0,3
BE,Belgium,Flanders,Antwerp,2/26/2020,0.0,-6.0,-14.0,-8,-19.0,2
BE,Belgium,Flanders,Antwerp,2/27/2020,-4.0,-5.0,-24.0,-13,-22.0,5
BE,Belgium,Flanders,Antwerp,2/28/2020,1.0,2.0,-6.0,-8,-23.0,4
BE,Belgium,Flanders,Antwerp,2/29/2020,-4.0,3.0,-16.0,-7,-5.0,1
BE,Belgium,Flanders,Antwerp,3/1/2020,-1.0,6.0,-10.0,7,-1.0,0
BE,Belgium,Flanders,Antwerp,3/2/2020,-9.0,3.0,-16.0,0,3.0,0
BE,Belgium,Flanders,Antwerp,3/3/2020,2.0,6.0,13.0,1,4.0,0
BE,Belgium,Flanders,Antwerp,3/4/2020,1.0,4.0,13.0,2,4.0,0
BE,Belgium,Flanders,Antwerp,3/5/2020,-7.0,-2.0,-16.0,-1,2.0,2
BE,Belgium,Flanders,Antwerp,3/6/2020,0.0,4.0,-2.0,2,2.0,0
BE,Belgium,Flanders,Antwerp,3/7/2020,6.0,3.0,27.0,2,2.0,-1
BE,Belgium,Flanders,Antwerp,3/8/2020,-5.0,0.0,-29.0,-2,-1.0,0
BE,Belgium,Flanders,Antwerp,3/9/2020,-4.0,3.0,2.0,0,2.0,0
BE,Belgium,Flanders,Antwerp,3/10/2020,-5.0,2.0,-8.0,-2,1.0,1
BE,Belgium,Flanders,Antwerp,3/11/2020,-3.0,5.0,0.0,-1,1.0,1
BE,Belgium,Flanders,Antwerp,3/12/2020,-9.0,26.0,2.0,-7,-1.0,3
BE,Belgium,Flanders,Antwerp,3/13/2020,-12.0,43.0,-5.0,-20,-8.0,5
BE,Belgium,Flanders,Antwerp,3/14/2020,-71.0,-8.0,13.0,-46,-27.0,12
BE,Belgium,Flanders,Antwerp,3/15/2020,-66.0,-16.0,24.0,-40,-30.0,9
BE,Belgium,Flanders,Antwerp,3/16/2020,-36.0,12.0,16.0,-45,-36.0,13
BE,Belgium,Flanders,Antwerp,3/17/2020,-37.0,32.0,39.0,-49,-43.0,16
BE,Belgium,Flanders,Antwerp,3/18/2020,-61.0,-11.0,20.0,-58,-49.0,19
BE,Belgium,Flanders,Antwerp,3/19/2020,-74.0,-18.0,-1.0,-68,-58.0,26
BE,Belgium,Flanders,Antwerp,3/20/2020,-79.0,-19.0,-34.0,-72,-59.0,29
BE,Belgium,Flanders,Antwerp,3/21/2020,-82.0,-34.0,1.0,-69,-47.0,21
BE,Belgium,Flanders,Antwerp,3/22/2020,-74.0,-38.0,12.0,-60,-45.0,15
BE,Belgium,Flanders,Antwerp,3/23/2020,-72.0,-22.0,8.0,-68,-62.0,25
BE,Belgium,Flanders,Antwerp,3/24/2020,-71.0,-18.0,26.0,-68,-62.0,26
BE,Belgium,Flanders,Antwerp,3/25/2020,-74.0,-26.0,14.0,-68,-61.0,24
BE,Belgium,Flanders,Antwerp,3/26/2020,-75.0,-21.0,7.0,-71,-63.0,28
BE,Belgium,Flanders,Antwerp,3/27/2020,-76.0,-17.0,9.0,-69,-62.0,29
BE,Belgium,Flanders,Antwerp,3/28/2020,-81.0,-31.0,-5.0,-68,-47.0,21
BE,Belgium,Flanders,Antwerp,3/29/2020,-80.0,-45.0,-50.0,-73,-49.0,18
BE,Belgium,Flanders,Antwerp,3/30/2020,-74.0,-28.0,-14.0,-70,-62.0,26
BE,Belgium,Flanders,Antwerp,3/31/2020,-72.0,-21.0,17.0,-68,-62.0,26
BE,Belgium,Flanders,Antwerp,4/1/2020,-74.0,-28.0,11.0,-68,-61.0,24
BE,Belgium,Flanders,Antwerp,4/2/2020,-76.0,-23.0,-18.0,-73,-62.0,28
BE,Belgium,Flanders,Antwerp,4/3/2020,-78.0,-16.0,-8.0,-71,-61.0,29
BE,Belgium,Flanders,Antwerp,4/4/2020,-81.0,-28.0,-2.0,-66,-46.0,21
BE,Belgium,Flanders,Antwerp,4/5/2020,-72.0,-26.0,18.0,-54,-43.0,14
BE,Belgium,Flanders,Antwerp,4/6/2020,-71.0,-23.0,13.0,-67,-62.0,24
BE,Belgium,Flanders,Antwerp,4/7/2020,-69.0,-15.0,39.0,-65,-62.0,24
BE,Belgium,Flanders,Antwerp,4/8/2020,-70.0,-19.0,35.0,-63,-61.0,22
BE,Belgium,Flanders,Antwerp,4/9/2020,-71.0,-15.0,24.0,-66,-63.0,26
BE,Belgium,Flanders,Antwerp,4/10/2020,-73.0,-9.0,23.0,-66,-63.0,28
BE,Belgium,Flanders,Antwerp,4/11/2020,-77.0,-20.0,11.0,-62,-43.0,19
BE,Belgium,Flanders,Antwerp,4/12/2020,-70.0,-33.0,0.0,-56,-43.0,15
BE,Belgium,Flanders,Antwerp,4/13/2020,-83.0,-75.0,-3.0,-79,-88.0,34
BE,Belgium,Flanders,Antwerp,4/14/2020,-71.0,-6.0,-2.0,-68,-63.0,26
BE,Belgium,Flanders,Antwerp,4/15/2020,-72.0,-20.0,21.0,-65,-59.0,23
BE,Belgium,Flanders,Antwerp,4/16/2020,-71.0,-15.0,28.0,-66,-61.0,25
BE,Belgium,Flanders,Antwerp,4/17/2020,-73.0,-13.0,18.0,-66,-60.0,27
BE,Belgium,Flanders,Antwerp,4/18/2020,-80.0,-29.0,-40.0,-70,-41.0,21
BE,Belgium,Flanders,Antwerp,4/19/2020,-71.0,-32.0,2.0,-55,-38.0,15
BE,Belgium,Flanders,Antwerp,4/20/2020,-64.0,-23.0,18.0,-64,-57.0,23
BE,Belgium,Flanders,Antwerp,4/21/2020,-63.0,-16.0,30.0,-62,-56.0,23
BE,Belgium,Flanders,Antwerp,4/22/2020,-65.0,-20.0,33.0,-61,-54.0,21
BE,Belgium,Flanders,Antwerp,4/23/2020,-64.0,-13.0,31.0,-62,-56.0,24
BE,Belgium,Flanders,Antwerp,4/24/2020,-69.0,-13.0,14.0,-64,-55.0,26
BE,Belgium,Flanders,Antwerp,4/25/2020,-74.0,-24.0,2.0,-61,-36.0,19
BE,Belgium,Flanders,Antwerp,4/26/2020,-66.0,-23.0,26.0,-47,-33.0,13
BE,Belgium,Flanders,Antwerp,4/27/2020,-61.0,-21.0,35.0,-61,-55.0,21
BE,Belgium,Flanders,Antwerp,4/28/2020,-68.0,-18.0,-24.0,-67,-55.0,24
BE,Belgium,Flanders,Antwerp,4/29/2020,-66.0,-17.0,-3.0,-62,-52.0,21
BE,Belgium,Flanders,Antwerp,4/30/2020,-59.0,5.0,-1.0,-62,-54.0,23
BE,Belgium,Flanders,Antwerp,5/1/2020,-82.0,-68.0,-20.0,-76,-83.0,36
BE,Belgium,Flanders,Antwerp,5/2/2020,-71.0,-14.0,-14.0,-62,-35.0,19
BE,Belgium,Flanders,Antwerp,5/3/2020,-64.0,-25.0,19.0,-49,-30.0,13
BE,Belgium,Flanders,Antwerp,5/4/2020,-54.0,-15.0,24.0,-57,-51.0,20
BE,Belgium,Flanders,Antwerp,5/5/2020,-54.0,-10.0,49.0,-56,-50.0,20
BE,Belgium,Flanders,Antwerp,5/6/2020,-55.0,-14.0,56.0,-53,-48.0,18
BE,Belgium,Flanders,Antwerp,5/7/2020,-55.0,-8.0,50.0,-55,-49.0,21
BE,Belgium,Flanders,Antwerp,5/8/2020,-59.0,-7.0,46.0,-55,-48.0,22
BE,Belgium,Flanders,Antwerp,5/9/2020,-65.0,-16.0,54.0,-49,-26.0,14
BE,Belgium,Flanders,Antwerp,5/10/2020,-63.0,-20.0,-22.0,-50,-22.0,11
BE,Belgium,Flanders,Antwerp,5/11/2020,-38.0,-13.0,1.0,-50,-46.0,18
BE,Belgium,Flanders,Antwerp,5/12/2020,-39.0,-5.0,23.0,-49,-45.0,18
BE,Belgium,Flanders,Antwerp,5/13/2020,-43.0,-10.0,15.0,-48,-43.0,17
BE,Belgium,Flanders,Antwerp,5/14/2020,-46.0,-3.0,24.0,-47,-45.0,19
BE,Belgium,Flanders,Antwerp,5/15/2020,-49.0,-2.0,25.0,-44,-42.0,20
BE,Belgium,Flanders,Antwerp,5/16/2020,-55.0,-10.0,14.0,-38,-17.0,13
BE,Belgium,Flanders,Antwerp,5/17/2020,-58.0,-6.0,49.0,-26,-14.0,9
BE,Belgium,Flanders,Antwerp,5/18/2020,-33.0,-7.0,45.0,-37,-41.0,15
BE,Belgium,Flanders,Antwerp,5/19/2020,-32.0,3.0,56.0,-36,-41.0,15
BE,Belgium,Flanders,Antwerp,5/20/2020,-25.0,16.0,54.0,-34,-41.0,12
BE,Belgium,Flanders,Antwerp,5/21/2020,-61.0,-50.0,103.0,-54,-81.0,25
BE,Belgium,Flanders,Antwerp,5/22/2020,-37.0,10.0,13.0,-47,-62.0,23
BE,Belgium,Flanders,Antwerp,5/23/2020,-48.0,-9.0,12.0,-37,-12.0,12
BE,Belgium,Flanders,Antwerp,5/24/2020,-59.0,-15.0,9.0,-35,-12.0,9
BE,Belgium,Flanders,Antwerp,5/25/2020,-28.0,-6.0,48.0,-36,-40.0,14
BE,Belgium,Flanders,Antwerp,5/26/2020,-27.0,1.0,62.0,-36,-38.0,14
BE,Belgium,Flanders,Antwerp,5/27/2020,-30.0,-3.0,57.0,-34,-37.0,13
BE,Belgium,Flanders,Antwerp,5/28/2020,-32.0,4.0,47.0,-37,-38.0,15
BE,Belgium,Flanders,Antwerp,5/29/2020,-38.0,6.0,46.0,-35,-36.0,15
BE,Belgium,Flanders,Antwerp,5/30/2020,-43.0,1.0,38.0,-27,2.0,8
BE,Belgium,Flanders,Antwerp,5/31/2020,-50.0,7.0,59.0,-20,-1.0,6
BE,Belgium,Flanders,Antwerp,6/1/2020,-54.0,-56.0,133.0,-50,-79.0,22
BE,Belgium,Flanders,Antwerp,6/2/2020,-23.0,18.0,56.0,-31,-35.0,12
BE,Belgium,Flanders,Antwerp,6/3/2020,-29.0,1.0,50.0,-31,-34.0,11
BE,Belgium,Flanders,Antwerp,6/4/2020,-39.0,1.0,-8.0,-39,-35.0,15
BE,Belgium,Flanders,Antwerp,6/5/2020,-44.0,-3.0,-17.0,-40,-33.0,17
BE,Belgium,Flanders,Antwerp,6/6/2020,-41.0,-4.0,-4.0,-33,0.0,10
BE,Belgium,Flanders,Antwerp,6/7/2020,-45.0,-2.0,22.0,-26,3.0,8
BE,Belgium,Flanders,Antwerp,6/8/2020,-17.0,-11.0,-3.0,-33,-35.0,12
BE,Belgium,Flanders,Antwerp,6/9/2020,-12.0,0.0,27.0,-31,-33.0,11
BE,Belgium,Flanders,Antwerp,6/10/2020,-15.0,-7.0,32.0,-31,-32.0,10
BE,Belgium,Flanders,Antwerp,6/11/2020,-15.0,-1.0,34.0,-32,-33.0,12
BE,Belgium,Flanders,Antwerp,6/12/2020,-18.0,-1.0,35.0,-31,-32.0,11
BE,Belgium,Flanders,Antwerp,6/13/2020,-22.0,-7.0,56.0,-22,9.0,4
BE,Belgium,Flanders,Antwerp,6/14/2020,-22.0,-1.0,45.0,-19,11.0,2
BE,Belgium,Flanders,Antwerp,6/15/2020,-7.0,-5.0,56.0,-27,-33.0,9
BE,Belgium,Flanders,Antwerp,6/16/2020,-7.0,3.0,50.0,-28,-31.0,10
BE,Belgium,Flanders,Antwerp,6/17/2020,-17.0,-7.0,16.0,-31,-32.0,10
BE,Belgium,Flanders,Antwerp,6/18/2020,-11.0,2.0,36.0,-30,-32.0,10
BE,Belgium,Flanders,Antwerp,6/19/2020,-12.0,2.0,52.0,-27,-31.0,9
BE,Belgium,Flanders,Antwerp,6/20/2020,-19.0,-9.0,55.0,-20,9.0,3
BE,Belgium,Flanders,Antwerp,6/21/2020,-21.0,-3.0,36.0,-20,9.0,2
BE,Belgium,Flanders,Antwerp,6/22/2020,-2.0,-3.0,59.0,-25,-34.0,8
BE,Belgium,Flanders,Antwerp,6/23/2020,3.0,5.0,85.0,-24,-32.0,7
BE,Belgium,Flanders,Antwerp,6/24/2020,-4.0,-1.0,75.0,-24,-30.0,6
BE,Belgium,Flanders,Antwerp,6/25/2020,-7.0,4.0,64.0,-27,-31.0,8
BE,Belgium,Flanders,Antwerp,6/26/2020,-16.0,1.0,51.0,-27,-32.0,8
BE,Belgium,Flanders,Antwerp,6/27/2020,-23.0,-8.0,26.0,-21,4.0,4
BE,Belgium,Flanders,Antwerp,6/28/2020,-16.0,-1.0,40.0,-14,13.0,1
BE,Belgium,Flanders,Antwerp,6/29/2020,2.0,0.0,51.0,-19,-32.0,8
BE,Belgium,Flanders,Antwerp,6/30/2020,3.0,2.0,34.0,-22,-32.0,8
BE,Belgium,Flanders,Antwerp,7/1/2020,-6.0,-7.0,27.0,-24,-34.0,7
BE,Belgium,Flanders,Antwerp,7/2/2020,-4.0,-1.0,44.0,-26,-35.0,8
BE,Belgium,Flanders,Antwerp,7/3/2020,-8.0,-2.0,62.0,-24,-36.0,7
BE,Belgium,Flanders,Antwerp,7/4/2020,-22.0,-10.0,7.0,-22,0.0,4
BE,Belgium,Flanders,Antwerp,7/5/2020,-17.0,-4.0,23.0,-17,4.0,1
BE,Belgium,Flanders,Antwerp,7/6/2020,-1.0,-7.0,47.0,-26,-40.0,7
BE,Belgium,Flanders,Antwerp,7/7/2020,5.0,-1.0,77.0,-24,-39.0,6
BE,Belgium,Flanders,Antwerp,7/8/2020,-12.0,-11.0,2.0,-29,-37.0,7
BE,Belgium,Flanders,Antwerp,7/9/2020,-7.0,-3.0,41.0,-29,-38.0,8
BE,Belgium,Flanders,Antwerp,7/10/2020,-12.0,-2.0,45.0,-28,-38.0,7
BE,Belgium,Flanders,Antwerp,7/11/2020,-22.0,-15.0,51.0,-18,3.0,1
BE,Belgium,Flanders,Antwerp,7/12/2020,-12.0,-7.0,69.0,-8,9.0,-2
BE,Belgium,Flanders,Antwerp,7/13/2020,3.0,-8.0,91.0,-28,-45.0,6
BE,Belgium,Flanders,Antwerp,7/14/2020,-11.0,-8.0,20.0,-36,-45.0,10
BE,Belgium,Flanders,Antwerp,7/15/2020,-6.0,-11.0,55.0,-32,-40.0,7
BE,Belgium,Flanders,Antwerp,7/16/2020,-13.0,-6.0,20.0,-39,-44.0,10
BE,Belgium,Flanders,Antwerp,7/17/2020,-16.0,-7.0,59.0,-34,-43.0,8
BE,Belgium,Flanders,Antwerp,7/18/2020,-29.0,-19.0,69.0,-25,0.0,0
BE,Belgium,Flanders,Antwerp,7/19/2020,-21.0,-10.0,64.0,-16,6.0,-2
BE,Belgium,Flanders,Antwerp,7/20/2020,9.0,4.0,88.0,-36,-59.0,9
BE,Belgium,Flanders,Antwerp,7/21/2020,-26.0,-60.0,148.0,-50,-76.0,14
BE,Belgium,Flanders,Antwerp,7/22/2020,-5.0,-3.0,73.0,-34,-45.0,7
BE,Belgium,Flanders,Antwerp,7/23/2020,-9.0,-4.0,84.0,-37,-47.0,9
BE,Belgium,Flanders,Antwerp,7/24/2020,-25.0,-5.0,36.0,-40,-47.0,11
BE,Belgium,Flanders,Antwerp,7/25/2020,-36.0,-17.0,24.0,-36,-4.0,5
BE,Belgium,Flanders,Antwerp,7/26/2020,-30.0,-11.0,48.0,-25,5.0,2
BE,Belgium,Flanders,Antwerp,7/27/2020,-15.0,-9.0,50.0,-42,-50.0,11
BE,Belgium,Flanders,Antwerp,7/28/2020,-16.0,-7.0,54.0,-45,-49.0,13
BE,Belgium,Flanders,Antwerp,7/29/2020,-22.0,-14.0,54.0,-44,-48.0,11
BE,Belgium,Flanders,Antwerp,7/30/2020,-23.0,-5.0,53.0,-47,-51.0,13
BE,Belgium,Flanders,Antwerp,7/31/2020,-38.0,-12.0,39.0,-50,-51.0,13
BE,Belgium,Flanders,Antwerp,8/1/2020,-42.0,-20.0,22.0,-44,-4.0,6
BE,Belgium,Flanders,Antwerp,8/2/2020,-27.0,-12.0,30.0,-33,6.0,2
BE,Belgium,Flanders,Antwerp,8/3/2020,-16.0,-11.0,26.0,-46,-49.0,12
BE,Belgium,Flanders,Antwerp,8/4/2020,-7.0,-4.0,75.0,-43,-48.0,11
BE,Belgium,Flanders,Antwerp,8/5/2020,-15.0,-11.0,60.0,-43,-45.0,9
BE,Belgium,Flanders,Antwerp,8/6/2020,-21.0,-5.0,51.0,-47,-48.0,12
BE,Belgium,Flanders,Antwerp,8/7/2020,-31.0,-9.0,42.0,-48,-47.0,12
BE,Belgium,Flanders,Antwerp,8/8/2020,-44.0,-19.0,21.0,-45,-5.0,6
BE,Belgium,Flanders,Antwerp,8/9/2020,-40.0,-11.0,14.0,-39,3.0,2
BE,Belgium,Flanders,Antwerp,8/10/2020,-15.0,-9.0,46.0,-45,-49.0,11
BE,Belgium,Flanders,Antwerp,8/11/2020,-16.0,-7.0,47.0,-47,-48.0,12
BE,Belgium,Flanders,Antwerp,8/12/2020,-20.0,-14.0,48.0,-44,-45.0,10
BE,Belgium,Flanders,Antwerp,8/13/2020,-23.0,-9.0,30.0,-47,-47.0,13
BE,Belgium,Flanders,Antwerp,8/14/2020,-20.0,5.0,40.0,-42,-46.0,11
BE,Belgium,Flanders,Antwerp,8/15/2020,-50.0,-58.0,30.0,-43,-14.0,6
BE,Belgium,Flanders,Antwerp,8/16/2020,-28.0,-3.0,22.0,-31,4.0,2
BE,Belgium,Flanders,Antwerp,8/17/2020,-2.0,0.0,47.0,-40,-52.0,11
BE,Belgium,Flanders,Antwerp,8/18/2020,-7.0,-5.0,59.0,-39,-43.0,10
BE,Belgium,Flanders,Antwerp,8/19/2020,-13.0,-14.0,44.0,-39,-41.0,8
BE,Belgium,Flanders,Antwerp,8/20/2020,-16.0,-11.0,49.0,-42,-43.0,10
BE,Belgium,Flanders,Antwerp,8/21/2020,-20.0,-10.0,52.0,-40,-42.0,10
BE,Belgium,Flanders,Antwerp,8/22/2020,-29.0,-18.0,23.0,-33,1.0,4
BE,Belgium,Flanders,Antwerp,8/23/2020,-27.0,-13.0,22.0,-30,6.0,2
BE,Belgium,Flanders,Antwerp,8/24/2020,-7.0,-8.0,41.0,-37,-42.0,9
BE,Belgium,Flanders,Antwerp,8/25/2020,-9.0,-6.0,31.0,-37,-41.0,10
BE,Belgium,Flanders,Antwerp,8/26/2020,-14.0,-12.0,14.0,-36,-37.0,9
BE,Belgium,Flanders,Antwerp,8/27/2020,-8.0,-7.0,46.0,-35,-39.0,9
BE,Belgium,Flanders,Antwerp,8/28/2020,-17.0,-5.0,24.0,-35,-38.0,10
BE,Belgium,Flanders,Antwerp,8/29/2020,-22.0,-11.0,15.0,-28,1.0,4
BE,Belgium,Flanders,Antwerp,8/30/2020,-27.0,-11.0,-3.0,-31,5.0,3
BE,Belgium,Flanders,Antwerp,8/31/2020,6.0,2.0,42.0,-31,-40.0,9
BE,Belgium,Flanders,Antwerp,9/1/2020,-6.0,0.0,50.0,-22,-36.0,7
BE,Belgium,Flanders,Antwerp,9/2/2020,-8.0,-4.0,52.0,-23,-30.0,5
BE,Belgium,Flanders,Antwerp,9/3/2020,-18.0,-4.0,20.0,-28,-33.0,7
BE,Belgium,Flanders,Antwerp,9/4/2020,-16.0,-3.0,42.0,-25,-31.0,6
BE,Belgium,Flanders,Antwerp,9/5/2020,-21.0,-11.0,37.0,-27,1.0,3
BE,Belgium,Flanders,Antwerp,9/6/2020,-16.0,-4.0,42.0,-20,6.0,1
BE,Belgium,Flanders,Antwerp,9/7/2020,-11.0,-4.0,44.0,-25,-35.0,5
BE,Belgium,Flanders,Antwerp,9/8/2020,-13.0,-4.0,38.0,-23,-34.0,6
BE,Belgium,Flanders,Antwerp,9/9/2020,-12.0,-5.0,38.0,-25,-29.0,5
BE,Belgium,Flanders,Antwerp,9/10/2020,-13.0,-5.0,49.0,-24,-31.0,5
BE,Belgium,Flanders,Antwerp,9/11/2020,-15.0,-4.0,59.0,-23,-29.0,4
BE,Belgium,Flanders,Antwerp,9/12/2020,-21.0,-10.0,51.0,-24,1.0,1
BE,Belgium,Flanders,Antwerp,9/13/2020,-15.0,-4.0,67.0,-12,7.0,-2
BE,Belgium,Flanders,Antwerp,9/14/2020,-10.0,-6.0,60.0,-24,-27.0,3
BE,Belgium,Flanders,Antwerp,9/15/2020,-11.0,-6.0,73.0,-20,-26.0,4
BE,Belgium,Flanders,Antwerp,9/16/2020,-11.0,-7.0,58.0,-21,-24.0,4
BE,Belgium,Flanders,Antwerp,9/17/2020,-16.0,-7.0,48.0,-26,-26.0,5
BE,Belgium,Flanders,Antwerp,9/18/2020,-17.0,-5.0,57.0,-22,-24.0,4
BE,Belgium,Flanders,Antwerp,9/19/2020,-21.0,-11.0,58.0,-23,0.0,1
BE,Belgium,Flanders,Antwerp,9/20/2020,-14.0,-3.0,65.0,-10,7.0,-1
BE,Belgium,Flanders,Antwerp,9/21/2020,-11.0,-7.0,55.0,-21,-27.0,4
BE,Belgium,Flanders,Antwerp,9/22/2020,-12.0,-6.0,61.0,-17,-24.0,5
BE,Belgium,Flanders,Antwerp,9/23/2020,-18.0,-5.0,23.0,-22,-21.0,6
BE,Belgium,Flanders,Antwerp,9/24/2020,-23.0,-4.0,8.0,-26,-23.0,7
BE,Belgium,Flanders,Antwerp,9/25/2020,-27.0,-5.0,-4.0,-23,-22.0,8
BE,Belgium,Flanders,Antwerp,9/26/2020,-26.0,-8.0,-4.0,-30,-1.0,5
BE,Belgium,Flanders,Antwerp,9/27/2020,-31.0,-12.0,-1.0,-26,3.0,4
BE,Belgium,Flanders,Antwerp,9/28/2020,-24.0,-10.0,-18.0,-26,-25.0,8
BE,Belgium,Flanders,Antwerp,9/29/2020,-13.0,-2.0,33.0,-17,-20.0,6
BE,Belgium,Flanders,Antwerp,9/30/2020,-13.0,-2.0,18.0,-20,-19.0,5
BE,Belgium,Flanders,Antwerp,10/1/2020,-23.0,-4.0,-11.0,-24,-19.0,7
BE,Belgium,Flanders,Antwerp,10/2/2020,-19.0,1.0,-1.0,-19,-22.0,7
BE,Belgium,Flanders,Antwerp,10/3/2020,-22.0,-5.0,-12.0,-25,-1.0,5
BE,Belgium,Flanders,Antwerp,10/4/2020,-21.0,-7.0,2.0,-19,5.0,3
BE,Belgium,Flanders,Antwerp,10/5/2020,-16.0,-5.0,-2.0,-22,-25.0,7
BE,Belgium,Flanders,Antwerp,10/6/2020,-17.0,-1.0,14.0,-17,-20.0,6
BE,Belgium,Flanders,Antwerp,10/7/2020,-16.0,-2.0,7.0,-20,-18.0,6
BE,Belgium,Flanders,Antwerp,10/8/2020,-24.0,-4.0,-5.0,-23,-19.0,7
BE,Belgium,Flanders,Antwerp,10/9/2020,-22.0,0.0,19.0,-24,-19.0,7
BE,Belgium,Flanders,Antwerp,10/10/2020,-24.0,-7.0,4.0,-26,0.0,6
BE,Belgium,Flanders,Antwerp,10/11/2020,-28.0,-8.0,17.0,-23,4.0,4
BE,Belgium,Flanders,Antwerp,10/12/2020,-19.0,-3.0,11.0,-24,-21.0,7
BE,Belgium,Flanders,Antwerp,10/13/2020,-20.0,-2.0,16.0,-21,-20.0,8
BE,Belgium,Flanders,Antwerp,10/14/2020,-19.0,-3.0,13.0,-22,-18.0,8
BE,Belgium,Flanders,Antwerp,10/15/2020,-24.0,-2.0,6.0,-24,-18.0,9
